
DISPLAYING RESULTS FROM QUERY: 
"democrats" , "welfare" , "healthcare" , "reform" , "policies" 
629 MATCHES AT THE FOLLOWING DOCUMENTS:
ORDERED BY BM25 VALUE:
Document ID: 6940	Score: 23.525414837602973
Document ID: 6276	Score: 13.638668527480245
Document ID: 12456	Score: 13.638668527480245
Document ID: 12471	Score: 13.638668527480245
Document ID: 15630	Score: 13.560600122851353
Document ID: 12326	Score: 13.495065693862797
Document ID: 2916	Score: 13.205341119644272
Document ID: 7401	Score: 13.147287201835566
Document ID: 18683	Score: 13.120928134946675
Document ID: 15661	Score: 13.101044664363805
Document ID: 19829	Score: 13.073920348288516
Document ID: 3266	Score: 13.046908116163953
Document ID: 2883	Score: 13.020007274687327
Document ID: 219	Score: 13.01417248428194
Document ID: 951	Score: 12.978198535965127
Document ID: 18159	Score: 12.966537018939125
Document ID: 2891	Score: 12.966537018939125
Document ID: 20023	Score: 12.903818920320093
Document ID: 13548	Score: 12.887150057598681
Document ID: 20686	Score: 12.867160343841912
Document ID: 1969	Score: 12.852355323871432
Document ID: 7025	Score: 12.852355323871432
Document ID: 12455	Score: 12.852355323871432
Document ID: 4882	Score: 12.830709464680886
Document ID: 10355	Score: 12.76599721012463
Document ID: 9347	Score: 12.75842377755592
Document ID: 19929	Score: 12.731257113353534
Document ID: 10212	Score: 12.722585508517842
Document ID: 20091	Score: 12.722585508517842
Document ID: 11749	Score: 12.705640901857853
Document ID: 9704	Score: 12.659310121327689
Document ID: 18469	Score: 12.654716489425557
Document ID: 20094	Score: 12.654716489425557
Document ID: 3124	Score: 12.60419865912845
Document ID: 7467	Score: 12.598721671856334
Document ID: 2493	Score: 12.579090693672018
Document ID: 13257	Score: 12.546372412832
Document ID: 13671	Score: 12.529019200642745
Document ID: 7549	Score: 12.529019200642745
Document ID: 3366	Score: 12.445928531294124
Document ID: 28	Score: 12.434899949060586
Document ID: 16827	Score: 12.40887792063658
Document ID: 7019	Score: 12.357541151122023
Document ID: 17402	Score: 12.338261110916575
Document ID: 16171	Score: 12.317803477719114
Document ID: 8139	Score: 12.263092225482877
Document ID: 8307	Score: 12.263092225482877
Document ID: 1088	Score: 12.237797535316577
Document ID: 15873	Score: 12.237797535316577
Document ID: 20462	Score: 12.227105605412822
Document ID: 7216	Score: 12.143660631198758
Document ID: 19877	Score: 12.082034014647233
Document ID: 2068	Score: 12.04817205245895
Document ID: 9688	Score: 12.029855089063352
Document ID: 16778	Score: 11.998692906452959
Document ID: 5235	Score: 11.986386554754032
Document ID: 8592	Score: 11.986386554754032
Document ID: 8662	Score: 11.974105420988915
Document ID: 6581	Score: 11.9190537921904
Document ID: 7806	Score: 11.89209703996865
Document ID: 20061	Score: 11.888837121958476
Document ID: 19133	Score: 11.781325713548814
Document ID: 16777	Score: 11.744402017053293
Document ID: 20795	Score: 11.737367152831514
Document ID: 10664	Score: 11.737367152831514
Document ID: 535	Score: 11.700075191386409
Document ID: 20631	Score: 11.693895422635839
Document ID: 4059	Score: 11.693895422635839
Document ID: 17070	Score: 11.659868747429753
Document ID: 32	Score: 11.650744517017257
Document ID: 55	Score: 11.650744517017257
Document ID: 1908	Score: 11.643291622191137
Document ID: 16540	Score: 11.629288265604702
Document ID: 9226	Score: 11.629288265604702
Document ID: 21561	Score: 11.628345163112586
Document ID: 19453	Score: 11.619937690075542
Document ID: 20449	Score: 11.619937690075542
Document ID: 3551	Score: 11.617024742430598
Document ID: 17740	Score: 11.580279199665727
Document ID: 4130	Score: 11.546530602174807
Document ID: 20461	Score: 11.539466091802172
Document ID: 20311	Score: 11.523181620845536
Document ID: 16196	Score: 11.523181620845536
Document ID: 14874	Score: 11.482307294423208
Document ID: 20890	Score: 11.48127914222428
Document ID: 18597	Score: 11.439680304752452
Document ID: 18449	Score: 11.408666098318266
Document ID: 1760	Score: 11.385979213094155
Document ID: 18130	Score: 11.377844194997033
Document ID: 19508	Score: 11.337272693447689
Document ID: 21455	Score: 11.310072685006862
Document ID: 2802	Score: 11.294863942724069
Document ID: 19157	Score: 11.283952875790897
Document ID: 9774	Score: 11.272497692697868
Document ID: 19039	Score: 11.230516634863712
Document ID: 3502	Score: 11.215668801233381
Document ID: 3670	Score: 11.215668801233381
Document ID: 1900	Score: 11.196282851459848
Document ID: 2011	Score: 11.196282851459848
Document ID: 7433	Score: 11.16125593915151
Document ID: 19600	Score: 11.124661657383797
Document ID: 17934	Score: 11.09830001048978
Document ID: 18516	Score: 11.088306553928295
Document ID: 7651	Score: 11.078427242497112
Document ID: 10251	Score: 11.052188291537648
Document ID: 17423	Score: 11.046927904956958
Document ID: 14270	Score: 11.016304563318371
Document ID: 9248	Score: 11.016304563318371
Document ID: 19740	Score: 10.98065309223967
Document ID: 2242	Score: 10.973452479704395
Document ID: 19017	Score: 10.9630269587211
Document ID: 5659	Score: 10.9452316306518
Document ID: 18722	Score: 10.9452316306518
Document ID: 12415	Score: 10.9452316306518
Document ID: 2052	Score: 10.892525860359738
Document ID: 18163	Score: 10.887419876247161
Document ID: 15799	Score: 10.875069889429675
Document ID: 17242	Score: 10.850006062239439
Document ID: 3113	Score: 10.840325257195074
Document ID: 6323	Score: 10.840325257195074
Document ID: 6329	Score: 10.840325257195074
Document ID: 3752	Score: 10.840325257195074
Document ID: 21119	Score: 10.840325257195074
Document ID: 9096	Score: 10.840325257195074
Document ID: 4396	Score: 10.805801928350503
Document ID: 1563	Score: 10.805801928350503
Document ID: 19321	Score: 10.805801928350503
Document ID: 15140	Score: 10.794365005510006
Document ID: 16935	Score: 10.791068227964155
Document ID: 16957	Score: 10.791068227964155
Document ID: 7314	Score: 10.77149779524463
Document ID: 6079	Score: 10.757586930533822
Document ID: 4287	Score: 10.737410776905246
Document ID: 17452	Score: 10.732797253631166
Document ID: 2140	Score: 10.70353881861848
Document ID: 1188	Score: 10.70353881861848
Document ID: 10633	Score: 10.702887335971786
Document ID: 9659	Score: 10.669879891515906
Document ID: 2078	Score: 10.65312968760458
Document ID: 19220	Score: 10.648741194305824
Document ID: 4508	Score: 10.644513374929147
Document ID: 14825	Score: 10.636431992169461
Document ID: 14905	Score: 10.636431992169461
Document ID: 8885	Score: 10.630814020578036
Document ID: 21158	Score: 10.612947106257737
Document ID: 12961	Score: 10.603193142193932
Document ID: 12970	Score: 10.603193142193932
Document ID: 18868	Score: 10.603193142193932
Document ID: 8151	Score: 10.595140148025761
Document ID: 8289	Score: 10.57016138785688
Document ID: 12689	Score: 10.57016138785688
Document ID: 15191	Score: 10.57016138785688
Document ID: 17747	Score: 10.57016138785688
Document ID: 226	Score: 10.57016138785688
Document ID: 17394	Score: 10.559704896694571
Document ID: 15694	Score: 10.537334799695833
Document ID: 2980	Score: 10.537334799695833
Document ID: 61	Score: 10.524505880372256
Document ID: 225	Score: 10.524505880372256
Document ID: 19147	Score: 10.504711472142596
Document ID: 19756	Score: 10.504711472142596
Document ID: 11314	Score: 10.504711472142596
Document ID: 12856	Score: 10.504711472142596
Document ID: 19115	Score: 10.472289523154501
Document ID: 1954	Score: 10.472289523154501
Document ID: 2507	Score: 10.440067093852488
Document ID: 11456	Score: 10.440067093852488
Document ID: 12844	Score: 10.440067093852488
Document ID: 17087	Score: 10.440067093852488
Document ID: 2541	Score: 10.440067093852488
Document ID: 12828	Score: 10.42030285185372
Document ID: 6039	Score: 10.408042348165823
Document ID: 11062	Score: 10.408042348165823
Document ID: 1318	Score: 10.376213472483359
Document ID: 11998	Score: 10.376213472483359
Document ID: 7892	Score: 10.360371925197125
Document ID: 5227	Score: 10.344578675311153
Document ID: 16375	Score: 10.344578675311153
Document ID: 19834	Score: 10.344578675311153
Document ID: 7595	Score: 10.335030324424475
Document ID: 19495	Score: 10.3181430199728
Document ID: 20678	Score: 10.313136186936347
Document ID: 8135	Score: 10.284533433588523
Document ID: 6415	Score: 10.281884259097147
Document ID: 15666	Score: 10.250821164658786
Document ID: 20727	Score: 10.250821164658786
Document ID: 19824	Score: 10.250821164658786
Document ID: 16749	Score: 10.219945197295356
Document ID: 9944	Score: 10.189254671177352
Document ID: 18734	Score: 10.189254671177352
Document ID: 4815	Score: 10.158747920664844
Document ID: 11955	Score: 10.09827918304184
Document ID: 428	Score: 10.09827918304184
Document ID: 1857	Score: 10.038526051781238
Document ID: 821	Score: 10.038526051781238
Document ID: 2415	Score: 10.038526051781238
Document ID: 15369	Score: 10.023698096017897
Document ID: 16770	Score: 10.008913880537046
Document ID: 4587	Score: 10.008913880537046
Document ID: 1105	Score: 9.979475898535465
Document ID: 13241	Score: 9.97583495769882
Document ID: 54	Score: 9.954374595675498
Document ID: 3899	Score: 9.950210573319819
Document ID: 12718	Score: 9.921116390356895
Document ID: 21525	Score: 9.913192351998985
Document ID: 11592	Score: 9.913192351998985
Document ID: 2848	Score: 9.89219185277568
Document ID: 11320	Score: 9.863435481110635
Document ID: 3411	Score: 9.835986804086222
Document ID: 9694	Score: 9.834845813049444
Document ID: 17803	Score: 9.834845813049444
Document ID: 7551	Score: 9.829038596202844
Document ID: 13722	Score: 9.80642140318514
Document ID: 17420	Score: 9.80642140318514
Document ID: 3978	Score: 9.792952304934815
Document ID: 20335	Score: 9.790238028253262
Document ID: 15382	Score: 9.736074047351675
Document ID: 3619	Score: 9.722125517197876
Document ID: 2223	Score: 9.722125517197876
Document ID: 8240	Score: 9.722125517197876
Document ID: 18598	Score: 9.722125517197876
Document ID: 12640	Score: 9.685128110772016
Document ID: 2965	Score: 9.6702963678765
Document ID: 4940	Score: 9.666728790604155
Document ID: 6108	Score: 9.646944496341538
Document ID: 3492	Score: 9.639266492903575
Document ID: 6746	Score: 9.639266492903575
Document ID: 15543	Score: 9.639266492903575
Document ID: 17217	Score: 9.596813872679869
Document ID: 17271	Score: 9.596813872679869
Document ID: 16006	Score: 9.567732618520234
Document ID: 3064	Score: 9.557807902822699
Document ID: 2594	Score: 9.53096012781477
Document ID: 3511	Score: 9.504262760509967
Document ID: 17038	Score: 9.504262760509967
Document ID: 16292	Score: 9.49368553280681
Document ID: 8835	Score: 9.477714540508542
Document ID: 17307	Score: 9.465497264435427
Document ID: 17438	Score: 9.462936753753183
Document ID: 17202	Score: 9.406522203597824
Document ID: 8137	Score: 9.394474992672974
Document ID: 6426	Score: 9.348277484070902
Document ID: 19102	Score: 9.321488476654006
Document ID: 1175	Score: 9.321488476654006
Document ID: 6351	Score: 9.321488476654006
Document ID: 17598	Score: 9.290749622630466
Document ID: 3928	Score: 9.270551381153165
Document ID: 12598	Score: 9.25790397135623
Document ID: 7610	Score: 9.245291023166372
Document ID: 17023	Score: 9.23851928133216
Document ID: 4575	Score: 9.220167949733854
Document ID: 12623	Score: 9.220167949733854
Document ID: 7524	Score: 9.220167949733854
Document ID: 17528	Score: 9.220167949733854
Document ID: 5160	Score: 9.195181044721025
Document ID: 6127	Score: 9.195181044721025
Document ID: 9442	Score: 9.195181044721025
Document ID: 14950	Score: 9.195181044721025
Document ID: 20756	Score: 9.195181044721025
Document ID: 6431	Score: 9.195181044721025
Document ID: 2156	Score: 9.170329204059616
Document ID: 5288	Score: 9.170329204059616
Document ID: 12744	Score: 9.170329204059616
Document ID: 18681	Score: 9.170329204059616
Document ID: 19976	Score: 9.170329204059616
Document ID: 1226	Score: 9.170329204059616
Document ID: 20027	Score: 9.145611335585063
Document ID: 19014	Score: 9.145611335585063
Document ID: 17953	Score: 9.132904092665163
Document ID: 19525	Score: 9.1210263588765
Document ID: 17017	Score: 9.1210263588765
Document ID: 17196	Score: 9.1210263588765
Document ID: 3289	Score: 9.09657320509935
Document ID: 8038	Score: 9.09657320509935
Document ID: 12431	Score: 9.094860323358136
Document ID: 19398	Score: 9.072250816850422
Document ID: 18885	Score: 9.072250816850422
Document ID: 2979	Score: 9.067548430495199
Document ID: 13869	Score: 9.048058148005488
Document ID: 7633	Score: 9.048058148005488
Document ID: 15408	Score: 9.033910626928977
Document ID: 15456	Score: 9.033910626928977
Document ID: 11163	Score: 9.023994163569304
Document ID: 11881	Score: 9.023994163569304
Document ID: 13178	Score: 9.023994163569304
Document ID: 15718	Score: 9.023994163569304
Document ID: 17269	Score: 9.023994163569304
Document ID: 5453	Score: 9.023994163569304
Document ID: 7537	Score: 9.023994163569304
Document ID: 10134	Score: 9.000057839528006
Document ID: 18941	Score: 9.000057839528006
Document ID: 19845	Score: 8.976248162703858
Document ID: 19591	Score: 8.976248162703858
Document ID: 21508	Score: 8.964390503307948
Document ID: 9011	Score: 8.952564130612291
Document ID: 20828	Score: 8.952564130612291
Document ID: 16789	Score: 8.952564130612291
Document ID: 3030	Score: 8.944339275103902
Document ID: 20925	Score: 8.929004751321205
Document ID: 18507	Score: 8.907060847654575
Document ID: 4854	Score: 8.90556904331249
Document ID: 234	Score: 8.882256035345701
Document ID: 10800	Score: 8.882256035345701
Document ID: 16701	Score: 8.882256035345701
Document ID: 20907	Score: 8.882256035345701
Document ID: 3364	Score: 8.859064766323913
Document ID: 7360	Score: 8.859064766323913
Document ID: 13045	Score: 8.859064766323913
Document ID: 15763	Score: 8.859064766323913
Document ID: 2387	Score: 8.859064766323913
Document ID: 17106	Score: 8.859064766323913
Document ID: 11463	Score: 8.859064766323913
Document ID: 17350	Score: 8.83599428516161
Document ID: 4736	Score: 8.83599428516161
Document ID: 7343	Score: 8.83599428516161
Document ID: 18041	Score: 8.83599428516161
Document ID: 21391	Score: 8.83599428516161
Document ID: 570	Score: 8.813043650654697
Document ID: 15224	Score: 8.813043650654697
Document ID: 5891	Score: 8.80318841794432
Document ID: 4727	Score: 8.794641633072528
Document ID: 4625	Score: 8.777597753938666
Document ID: 10661	Score: 8.767498205431675
Document ID: 10774	Score: 8.767498205431675
Document ID: 11387	Score: 8.767498205431675
Document ID: 17216	Score: 8.767498205431675
Document ID: 17277	Score: 8.767498205431675
Document ID: 10125	Score: 8.767498205431675
Document ID: 17443	Score: 8.744901560572316
Document ID: 209	Score: 8.735275681836745
Document ID: 9673	Score: 8.70993590099773
Document ID: 6954	Score: 8.700055911543739
Document ID: 17409	Score: 8.66214475750803
Document ID: 12497	Score: 8.655667871178721
Document ID: 19291	Score: 8.633643270997604
Document ID: 16759	Score: 8.626644164239554
Document ID: 7877	Score: 8.568236882580955
Document ID: 10100	Score: 8.568236882580955
Document ID: 14749	Score: 8.52964301512684
Document ID: 4891	Score: 8.49892803260209
Document ID: 6744	Score: 8.482554513755145
Document ID: 17382	Score: 8.461401011227078
Document ID: 14911	Score: 8.461401011227078
Document ID: 8982	Score: 8.44035275000512
Document ID: 8608	Score: 8.419408946655231
Document ID: 8676	Score: 8.419408946655231
Document ID: 3198	Score: 8.419408946655231
Document ID: 2190	Score: 8.3778316185236
Document ID: 5717	Score: 8.357196565276006
Document ID: 16963	Score: 8.357196565276006
Document ID: 18472	Score: 8.33666291278147
Document ID: 8242	Score: 8.33666291278147
Document ID: 12440	Score: 8.295896834968358
Document ID: 12612	Score: 8.295896834968358
Document ID: 5774	Score: 8.275662940248923
Document ID: 18443	Score: 8.275662940248923
Document ID: 8413	Score: 8.235489819179753
Document ID: 18	Score: 8.235489819179753
Document ID: 1947	Score: 8.215549165864546
Document ID: 8176	Score: 8.215549165864546
Document ID: 15525	Score: 8.215549165864546
Document ID: 874	Score: 8.195704844207869
Document ID: 9462	Score: 8.195704844207869
Document ID: 860	Score: 8.195704844207869
Document ID: 1376	Score: 8.195704844207869
Document ID: 4491	Score: 8.195704844207869
Document ID: 17058	Score: 8.175956157836284
Document ID: 17381	Score: 8.175956157836284
Document ID: 18568	Score: 8.175956157836284
Document ID: 5516	Score: 8.136742938853857
Document ID: 10995	Score: 8.136742938853857
Document ID: 12519	Score: 8.136742938853857
Document ID: 5943	Score: 8.136742938853857
Document ID: 5944	Score: 8.11727704665564
Document ID: 6796	Score: 8.11727704665564
Document ID: 16103	Score: 8.11727704665564
Document ID: 15364	Score: 8.116585511855211
Document ID: 2913	Score: 8.09790407041064
Document ID: 8141	Score: 8.078623346433472
Document ID: 21273	Score: 8.078623346433472
Document ID: 1210	Score: 8.059434217344556
Document ID: 9549	Score: 8.059434217344556
Document ID: 12986	Score: 8.040336031995398
Document ID: 20863	Score: 8.040336031995398
Document ID: 10780	Score: 8.023455165690615
Document ID: 13260	Score: 8.00240991863693
Document ID: 8390	Score: 8.00240991863693
Document ID: 6392	Score: 7.983580718828373
Document ID: 1957	Score: 7.983580718828373
Document ID: 3246	Score: 7.9648399190189165
Document ID: 7032	Score: 7.9648399190189165
Document ID: 2427	Score: 7.9648399190189165
Document ID: 19015	Score: 7.9648399190189165
Document ID: 20911	Score: 7.946186898131284
Document ID: 926	Score: 7.946186898131284
Document ID: 942	Score: 7.946186898131284
Document ID: 9701	Score: 7.890748384888508
Document ID: 10936	Score: 7.890748384888508
Document ID: 5432	Score: 7.854217142365876
Document ID: 3537	Score: 7.836078072753022
Document ID: 1416	Score: 7.818022593322715
Document ID: 7310	Score: 7.800050127590939
Document ID: 10670	Score: 7.746625126717029
Document ID: 11770	Score: 7.728979055813346
Document ID: 18009	Score: 7.728979055813346
Document ID: 17300	Score: 7.71141319432286
Document ID: 5973	Score: 7.71141319432286
Document ID: 6099	Score: 7.71141319432286
Document ID: 17293	Score: 7.693926996603307
Document ID: 16051	Score: 7.676519921950358
Document ID: 19019	Score: 7.676519921950358
Document ID: 20860	Score: 7.635675366654598
Document ID: 6927	Score: 7.624768102251816
Document ID: 21542	Score: 7.6080765400281365
Document ID: 11820	Score: 7.60767220964587
Document ID: 17296	Score: 7.60767220964587
Document ID: 10049	Score: 7.590652808729437
Document ID: 742	Score: 7.57370938728138
Document ID: 18609	Score: 7.556841437643783
Document ID: 18642	Score: 7.556841437643783
Document ID: 17477	Score: 7.553473119884394
Document ID: 18985	Score: 7.540048456671241
Document ID: 2278	Score: 7.523329945680839
Document ID: 9795	Score: 7.523329945680839
Document ID: 14809	Score: 7.523329945680839
Document ID: 15552	Score: 7.523329945680839
Document ID: 18265	Score: 7.506685410402783
Document ID: 11082	Score: 7.490114360931695
Document ID: 16214	Score: 7.490114360931695
Document ID: 181	Score: 7.457190781323204
Document ID: 17126	Score: 7.457190781323204
Document ID: 9873	Score: 7.424555373089842
Document ID: 14766	Score: 7.39220436928553
Document ID: 9180	Score: 7.376990103064665
Document ID: 7155	Score: 7.376134359787082
Document ID: 10605	Score: 7.360134068334182
Document ID: 12039	Score: 7.344203042212247
Document ID: 18726	Score: 7.344203042212247
Document ID: 17119	Score: 7.2968210871012005
Document ID: 14880	Score: 7.281162672751198
Document ID: 13637	Score: 7.250046592953116
Document ID: 20868	Score: 7.241632486494672
Document ID: 7105	Score: 7.2345880714329605
Document ID: 6472	Score: 7.2345880714329605
Document ID: 13323	Score: 7.2345880714329605
Document ID: 15738	Score: 7.233337374826293
Document ID: 17201	Score: 7.2191953308554435
Document ID: 17395	Score: 7.2191953308554435
Document ID: 17397	Score: 7.2191953308554435
Document ID: 7254	Score: 7.2038679522336695
Document ID: 8427	Score: 7.173407622625916
Document ID: 9639	Score: 7.158273851270166
Document ID: 13908	Score: 7.143203801056965
Document ID: 3847	Score: 7.1132532610106045
Document ID: 5850	Score: 7.098371978037779
Document ID: 11327	Score: 7.098371978037779
Document ID: 8117	Score: 7.08355282985816
Document ID: 2118	Score: 7.08355282985816
Document ID: 9445	Score: 7.068795428129289
Document ID: 17363	Score: 7.039803264463048
Document ID: 8747	Score: 7.039464326767757
Document ID: 20780	Score: 6.995921248457852
Document ID: 16198	Score: 6.967190565712645
Document ID: 7099	Score: 6.952913535864873
Document ID: 10344	Score: 6.939234646399289
Document ID: 11600	Score: 6.924534296942976
Document ID: 18835	Score: 6.924534296942976
Document ID: 19543	Score: 6.924534296942976
Document ID: 5318	Score: 6.924017026560694
Document ID: 3885	Score: 6.896385783540769
Document ID: 13592	Score: 6.8823971714037695
Document ID: 17312	Score: 6.868465193324004
Document ID: 18148	Score: 6.868465193324004
Document ID: 18625	Score: 6.854589506064763
Document ID: 19947	Score: 6.840769769157375
Document ID: 5271	Score: 6.786043611004116
Document ID: 3562	Score: 6.786043611004116
Document ID: 18776	Score: 6.786043611004116
Document ID: 263	Score: 6.732186122027893
Document ID: 12602	Score: 6.732186122027893
Document ID: 8743	Score: 6.70557669071553
Document ID: 15154	Score: 6.692350701187491
Document ID: 17750	Score: 6.679176782484366
Document ID: 5285	Score: 6.679176782484366
Document ID: 8203	Score: 6.652983932356977
Document ID: 5169	Score: 6.575623654073756
Document ID: 18005	Score: 6.5502351457568695
Document ID: 12942	Score: 6.525041933657805
Document ID: 1867	Score: 6.51251786084848
Document ID: 20865	Score: 6.51251786084848
Document ID: 238	Score: 6.500041772992449
Document ID: 13752	Score: 6.4752324532482035
Document ID: 236	Score: 6.438371547442236
Document ID: 8076	Score: 6.426177661935716
Document ID: 308	Score: 6.414029878075724
Document ID: 740	Score: 6.342096832714128
Document ID: 1611	Score: 6.3302645625038405
Document ID: 237	Score: 6.3302645625038405
Document ID: 18420	Score: 6.3302645625038405
Document ID: 179	Score: 6.295031179039069
Document ID: 18455	Score: 6.295031179039069
Document ID: 1786	Score: 6.2833737138927
Document ID: 9782	Score: 6.271759344735782
Document ID: 2352	Score: 6.260187833029628
Document ID: 5542	Score: 6.21432565110267
Document ID: 4603	Score: 6.202964909510161
Document ID: 9788	Score: 6.191645630478209
Document ID: 9307	Score: 6.191645630478209
Document ID: 19016	Score: 6.157934311256004
Document ID: 6410	Score: 6.146778633155902
Document ID: 15957	Score: 6.135663301088713
Document ID: 18403	Score: 6.124588096574112
Document ID: 10350	Score: 6.113552802706411
Document ID: 5206	Score: 6.091601087077304
Document ID: 19000	Score: 6.0374053478684315
Document ID: 11175	Score: 6.005348328322228
Document ID: 16784	Score: 5.994738172265121
Document ID: 14419	Score: 5.963131468369171
Document ID: 17410	Score: 5.952669834214137
Document ID: 10255	Score: 5.911187814463516
Document ID: 6657	Score: 5.907112748571893
Document ID: 15678	Score: 5.8199344862814035
Document ID: 5345	Score: 5.750884416105183
Document ID: 8210	Score: 5.741153647211604
Document ID: 17305	Score: 5.712157921720637
Document ID: 7628	Score: 5.645626964229715
Document ID: 10905	Score: 5.636248846348934
Document ID: 17207	Score: 5.636248846348934
Document ID: 19604	Score: 5.636248846348934
Document ID: 11214	Score: 5.599045883666762
Document ID: 3019	Score: 5.5532271775811095
Document ID: 6190	Score: 5.446262930179869
Document ID: 8069	Score: 5.3943112965056565
Document ID: 11732	Score: 5.385748897622315
Document ID: 12673	Score: 5.368705388452623
Document ID: 13657	Score: 5.318215996084731
Document ID: 19211	Score: 5.309893279345944
Document ID: 4871	Score: 5.268667399847916
Document ID: 9758	Score: 5.268667399847916
Document ID: 12773	Score: 5.260498923259005
Document ID: 13244	Score: 5.260498923259005
Document ID: 5759	Score: 5.1881067362416795
Document ID: 3065	Score: 5.1801859625985625
Document ID: 7062	Score: 5.1801859625985625
Document ID: 10486	Score: 5.1801859625985625
Document ID: 6722	Score: 5.164416751144685
Document ID: 20500	Score: 5.164416751144685
Document ID: 11198	Score: 5.156568093468174
Document ID: 2197	Score: 5.109972598647678
Document ID: 13046	Score: 5.086989213646264
Document ID: 8980	Score: 5.004456940268523
Document ID: 9470	Score: 4.967821091511066
Document ID: 9848	Score: 4.960558195178447
Document ID: 19285	Score: 4.93889636899863
Document ID: 12025	Score: 4.910306520263471
Document ID: 13034	Score: 4.882045763312314
Document ID: 16200	Score: 4.854108448500799
Document ID: 17368	Score: 4.799182186000083
Document ID: 16937	Score: 4.792403680087654
Document ID: 11768	Score: 4.785644295489504
Document ID: 6395	Score: 4.738857270254271
Document ID: 14826	Score: 4.738857270254271
Document ID: 18299	Score: 4.6994761849058975
Document ID: 15470	Score: 4.69297621784517
Document ID: 10771	Score: 4.686494206494555
Document ID: 10689	Score: 4.680030076554563
Document ID: 6896	Score: 4.673583754135066
Document ID: 15442	Score: 4.660744238327003
Document ID: 17358	Score: 4.6479750760302165
Document ID: 335	Score: 4.635275690576583
Document ID: 18086	Score: 4.610083974866926
Document ID: 17450	Score: 4.597590522360512
Document ID: 15549	Score: 4.322320771340202
Document ID: 7405	Score: 4.25724191405528

DISPLAYING RESULTS FROM QUERY: 
"drug" , "company" , "bankruptcies" 
5135 MATCHES AT THE FOLLOWING DOCUMENTS:
ORDERED BY BM25 VALUE:
Document ID: 19640	Score: 27.229829100247912
Document ID: 3739	Score: 26.659302147794207
Document ID: 16994	Score: 26.61212109103005
Document ID: 21239	Score: 26.256563526916235
Document ID: 192	Score: 26.166490508100463
Document ID: 1391	Score: 26.058972958649257
Document ID: 9542	Score: 25.95297706043109
Document ID: 8384	Score: 25.767874885148785
Document ID: 9342	Score: 25.67461305736711
Document ID: 4408	Score: 25.411281803715706
Document ID: 5319	Score: 25.34755437372254
Document ID: 7940	Score: 25.161917906936026
Document ID: 1998	Score: 25.09249919707588
Document ID: 20953	Score: 24.98872291243446
Document ID: 21348	Score: 24.98872291243446
Document ID: 13764	Score: 24.92016748848612
Document ID: 3108	Score: 24.82475513656439
Document ID: 6378	Score: 24.82475513656439
Document ID: 16413	Score: 24.784284349106706
Document ID: 1805	Score: 24.613780711362278
Document ID: 3297	Score: 24.52312049795477
Document ID: 16259	Score: 24.483415281394873
Document ID: 3577	Score: 24.41877434838033
